Response_ID,Progress,duration,participant_gender_category,participant_gender_category_other,participant_age,participant_language,participant_language_other,participant_education,participant_gender_scale,participant_political_scale,participant_optimism_scale,participant_location_scale,Device,survey_version,timing_gender,timing_valence,timing_political,timing_location,timing_age,version,participant_sample
R_3iQMPPBugxvsq8W,100,2019,female,NA,23,Czech,NA,university,2,0,1,-1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_V3vbVPth05xfYNX,100,1573,non-binary,NA,22,Czech,NA,high school,-2,-1,1,3,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_tSBvl59deSfAIfv,100,1501,female,NA,22,Czech,NA,high school,3,0,2,0,mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_1FbvgWrCytQI6NC,100,2676,male,NA,21,Czech,NA,high school,-2,-1,-2,2,mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3hygqodEv1N6EWI,100,3879,female,NA,20,Czech,NA,high school,2,-2,1,-1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_265SBY2Ax1c9UqF,100,3680,female,NA,19,Czech,NA,high school,1,-2,-2,2,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_242DQwha4HAD81x,100,1645,male,NA,20,Czech,NA,high school,-2,-2,-1,1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_1GIdhX0fBwXW6sX,100,1903,female,NA,21,Czech,NA,high school,1,-1,0,-1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_4MUDvpfPotjmWpH,100,2697,female,NA,19,Czech,NA,university,0,0,0,0,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_2X51nyLCLGowzf9,100,1277,female,NA,22,Czech,NA,high school,3,0,1,0,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_p62Sh0AIVKdwU9z,100,2090,female,NA,21,Czech,NA,high school,3,-1,1,1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_ABPV2XrcOTULb2N,100,2063,female,NA,23,Czech,NA,university,2,0,0,-1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_10OiqxNeGYpNav1,100,2329,female,NA,20,Czech,NA,high school,3,0,-2,-1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_wNNSCxuU0raIQjT,100,2238,female,NA,25,Czech,NA,high school,2,0,2,-3,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3Ho9lJVDi2upapF,100,2411,female,NA,19,Czech,NA,high school,1,-1,2,-1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3q9HwhiDS0YHNDK,100,2544,female,NA,34,Czech,NA,university,2,-2,2,-2,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_2THmy6rgi5PSCoB,100,2780,male,NA,23,Czech,NA,university,0,-1,0,3,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_22IXac8CbnnL0T5,100,1141,female,NA,22,Czech,NA,university,3,2,-1,-2,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_1rvs45nxOU9aurv,100,2839,female,NA,24,Czech,NA,high school,1,-3,-3,1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_1obY538EmbmAsW0,100,2268,female,NA,24,Czech,NA,university,3,1,2,1,mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_33sEA9yBE2ktLFD,100,1138,female,NA,21,Czech,NA,high school,3,0,1,-2,mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3m8hunklcwCNkw1,100,1466,female,NA,26,Czech,NA,university,2,-2,0,3,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3dEoEz2HmN7VNzL,100,1283,female,NA,23,Czech,NA,university,3,-2,0,-2,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3oQOIwO1EY3KFt7,100,1653,female,NA,22,Czech,NA,high school,3,0,0,0,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_cMIakhzVIniKikh,100,1734,female,NA,20,Czech,NA,high school,2,-1,0,0,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_2Tt8WgheusiCFLV,100,1372,female,NA,20,Czech,NA,high school,3,-1,0,1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3Nyy65KixdjsGki,100,2115,non-binary,NA,23,Czech,NA,university,0,-2,-1,1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_DxjXfvHQLaxATSx,100,58407,female,NA,24,Czech,NA,university,1,-1,1,1,mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3pl4Hzbn4oww7bi,100,3566,female,NA,33,Czech,NA,high school,2,-3,2,-1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_8CwzjXunCb0Ynmh,100,1471,female,NA,20,Czech,NA,high school,2,0,2,0,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3knzJgqVBIHfLve,100,1471,female,NA,20,Czech,NA,high school,2,0,1,-2,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3oHhj8Tp4qCn08B,100,1059,male,NA,19,Czech,NA,high school,-3,2,0,-2,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_2Yht3zFQnvl77VQ,100,1968,male,NA,20,Czech,NA,high school,-2,2,-1,1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_XhLMOxXSX734BoJ,100,1524,female,NA,20,Czech,NA,high school,2,1,1,1,mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_2OV0gMRdbyWRjMG,100,2400,male,NA,25,Czech,NA,university,-3,-3,0,-1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3ehtiM5ZKrg2yRf,100,1726,female,NA,22,Czech,NA,high school,2,-2,1,3,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_ToxSL0qttKyJwOJ,100,2775,female,NA,23,Czech,NA,high school,2,-1,1,3,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_2qw54EgRw3jmeuA,100,2385,female,NA,21,Czech,NA,high school,3,0,1,2,mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3kizMHaQK5XDBpJ,100,1755,female,NA,25,Czech,NA,university,1,-3,2,3,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_1gCPfw2G4TzOkDN,100,1686,female,NA,22,Czech,NA,university,2,-1,0,0,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3qrFkBLSEZhYjy6,100,3744,female,NA,21,Czech,NA,high school,2,1,2,1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_27BwnT9oL1WmGOl,100,702,female,NA,19,Czech,NA,high school,3,2,1,-1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_1IX9PAujZ4UwgwB,100,98067,male,NA,20,Czech,NA,high school,-2,1,2,-1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_2XjGxR7DEe9Icfq,100,1928,male,NA,20,Czech,NA,high school,-2,-2,1,3,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_0qvZdYYix8mymrf,100,4148,female,NA,23,Czech,NA,university,2,-1,2,2,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_2yq6ce3RCFzvtDo,100,2216,female,NA,26,Czech,NA,university,1,-1,0,1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_2WwEteee1DYiUso,100,1890,female,NA,21,Czech,NA,high school,2,-1,2,2,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_1RhYeVj3CWemjhD,100,2138,female,NA,20,Czech,NA,high school,1,-2,2,1,not_mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_PTl3iBVuWP3vpnP,100,1143,female,NA,22,Czech,NA,high school,3,0,-1,0,mobile,PRIMUS_multipic_01,NA,NA,NA,NA,NA,cz_colour,university
R_3JqI5YnNlqZzs2s,100,1207,female,NA,21,Czech,NA,high school,2,0,-1,-1,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_2qEGHs7TneIlNkJ,100,1688,female,NA,21,Czech,NA,high school,2,0,2,-1,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_2YMqYNImdgaHzPZ,100,2494,female,NA,24,Czech,NA,university,2,0,0,0,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_24jXQ9hr5FKRCyf,100,1435,female,NA,23,Czech,NA,university,3,-1,-1,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1d1e6IJO8wA6lIH,100,2079,female,NA,21,Czech,NA,high school,2,0,1,-1,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_3kvQH9j48gUgzlW,100,2072,male,NA,19,Czech,NA,high school,-3,-1,1,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_3OiZlJgahEgYMLN,100,2291,female,NA,20,Czech,NA,high school,3,-1,0,-1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1DulbRHEn5RnoQs,100,4192,female,NA,20,Czech,NA,high school,2,-1,-1,3,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_3JIZrTf3XVbzbRH,100,5681,female,NA,19,Czech,NA,high school,3,0,1,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_2D6OnqscPHTgXhM,100,1669,female,NA,21,Czech,NA,high school,2,-2,3,-1,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_33rl3AIIeJIsPh9,100,3608,female,NA,24,Czech,NA,university,3,0,0,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_2s78x4cDwasfYhl,100,2639,male,NA,21,Czech,NA,high school,-1,1,1,2,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_2b13be5MHnmykm8,100,13707,female,NA,19,Czech,NA,high school,2,-2,-2,2,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_x5fRRK1PmmMFflT,100,1184,female,NA,21,Czech,NA,high school,2,0,-1,0,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_OfJu3J2aLnDf9ex,100,5313,female,NA,26,Czech,NA,university,2,-1,1,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_28LMs9kF7yuS0oL,100,2328,male,NA,24,Czech,NA,university,-1,-3,1,2,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_2CqYjWAJKSIM3ku,100,1381,female,NA,22,Czech,NA,high school,3,0,1,1,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1I4zy6jKjkTWwM6,100,1189,female,NA,23,Czech,NA,high school,0,0,2,0,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_20PeCPctR1bbNxH,100,2577,female,NA,19,Czech,NA,high school,0,0,1,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1pXQLaNY6xNajKQ,99,1336,female,NA,25,Czech,NA,university,3,-2,-1,-1,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_30o4t4zhW5trKC4,99,2487,female,NA,40,Czech,NA,university,3,2,0,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1mw5yFmpr6E8YSx,99,8331,female,NA,22,Czech,NA,high school,2,1,1,-1,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_57NFu0ScNRFMEG5,100,1936,female,NA,20,Czech,NA,high school,2,-2,2,-1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_3k1vVIoyONfw82q,100,76349,female,NA,20,Czech,NA,high school,3,-1,1,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_3EE9R4iJY0epkH6,100,57562,male,NA,21,Czech,NA,high school,-1,-1,1,2,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_0B1zV3S1iElRCCd,100,2473,female,NA,24,Czech,NA,university,2,0,-1,-2,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1l5m6uJLncKW1jI,100,24199,female,NA,23,Czech,NA,high school,0,0,2,-1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_2qxAMc85iVzYsyW,100,2327,female,NA,41,Czech,NA,high school,3,0,1,-1,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1GPxzI3ccmc5EU6,100,1870,female,NA,22,Czech,NA,high school,2,-2,1,3,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1Edq5LoyId5B27m,100,1962,male,NA,20,Czech,NA,high school,-2,0,1,-1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_UbFHgsa0gTlvGql,100,4116,female,NA,19,Czech,NA,high school,3,-1,-1,-1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_31jEbPBFPYjnyNl,100,16567,female,NA,19,Czech,NA,high school,2,-1,1,0,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_3DjpOwNUgTiR1SI,100,2029,male,NA,22,Czech,NA,high school,-2,-1,-2,3,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1CpsVxQ8SRs6jHO,100,5732,female,NA,43,Czech,NA,high school,1,0,1,-1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1f40jWC60DmdV2P,100,1188,male,NA,21,Czech,NA,high school,-1,0,2,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1d0rTy2zliIL8z7,100,2504,female,NA,22,Czech,NA,university,2,-1,1,-1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_ALoUyCnWzhUBt0l,100,2303,male,NA,22,Czech,NA,high school,-3,-1,1,1,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_2aLvKiTIXBYCltt,100,2709,female,NA,20,Czech,NA,high school,2,-1,1,1,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_2xysHy1nRgVDO64,100,1967,male,NA,19,Czech,NA,high school,-1,-2,-2,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_1kSlp4FJ8FSbpLq,100,2359,female,NA,25,Czech,NA,university,2,0,1,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_9Eol3oqL12tFRvz,100,1626,male,NA,21,Czech,NA,high school,-2,-2,2,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_3KK3SLxEo7wN17H,100,2010,female,NA,21,Czech,NA,high school,2,-2,1,-1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_30oRyyURFZsEvAp,100,3760,female,NA,26,jiné (prosím upřesněte níže),"čeština, vietnamština",university,1,0,0,2,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_0weElxkilmlqlOh,100,1493,female,NA,24,Czech,NA,high school,3,-1,2,2,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_AmNCize4PFYs1oJ,100,2102,female,NA,21,Czech,NA,high school,2,0,-1,0,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_egSJuiKcTCRGW6B,100,2034,male,NA,24,Czech,NA,university,-3,-2,1,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_2dYcUWFezWo8i4m,100,3262,female,NA,22,Czech,NA,university,2,-1,1,-1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_2aLUmeAvkom38oR,100,28191,female,NA,22,Czech,NA,high school,1,0,-1,0,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_3EGRdaBwBrY2NAi,100,1873,female,NA,23,Czech,NA,university,2,-1,2,-1,mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_10TAfb8ArJfe8qr,100,17271,female,NA,21,Czech,NA,high school,2,-2,0,1,not_mobile,PRIMUS_multipic_02,NA,NA,NA,NA,NA,cz_colour,university
R_BQXV10azED5p7hv,100,1734,female,NA,20,Czech,NA,high school,2,-1,-2,0,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_UgZfvfinQUBC7YZ,100,1844,female,NA,23,Czech,NA,university,2,-1,1,2,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1GNVMKQLv6C5Stl,100,1694,female,NA,21,Czech,NA,high school,1,-1,-1,2,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_2VIOYUKAr7MDbqU,100,3592,female,NA,20,Czech,NA,high school,1,0,1,-1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_yqiMUBwWS0ZQ82R,100,2158,female,NA,21,Czech,NA,high school,2,-1,1,-1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_RV9C75lGxB0lfON,100,5030,female,NA,21,Czech,NA,high school,3,-2,2,1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_Oj7ThGRTybsbA7T,100,4411,female,NA,21,Czech,NA,high school,2,-1,-1,0,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_tVCaZw5I7ZInWqB,100,1366,female,NA,21,Czech,NA,high school,3,-1,3,-1,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1C8bLBR1U6jQW8M,100,10129,female,NA,19,Czech,NA,high school,1,-2,-1,-1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1LjHUHFeTZj2ONM,100,1839,female,NA,22,Czech,NA,high school,2,-2,0,-1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_24eCGVZes8jFSVS,100,2814,female,NA,24,Czech,NA,university,2,-2,1,0,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_30jZ9RPc7yrw9ur,100,2210,female,NA,24,Czech,NA,high school,2,-1,0,2,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_3L119hImOnAFEDy,100,3376,female,NA,21,Czech,NA,high school,2,0,-1,2,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_2798gG9dBEbDYbY,100,1299,male,NA,20,Czech,NA,high school,-2,-1,1,1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_2R1RuKcYHU02zV4,100,1455,female,NA,20,Czech,NA,high school,2,-1,1,2,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_2dQIWqyCPMfh2i6,100,4495,female,NA,20,Czech,NA,high school,2,-2,0,-1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_3HhpPqUfbUYCZFq,100,7069,female,NA,21,Czech,NA,high school,3,0,1,1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1dErcaw3Flb0qf2,100,3168,male,NA,22,Czech,NA,high school,-2,-2,1,2,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_D7cHdQj91zTtV73,100,1862,female,NA,24,Czech,NA,university,2,0,2,0,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_3McfNnXWYqP8i85,100,1997,female,NA,28,Czech,NA,high school,3,0,-1,-1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1LcY3BWkPAywlZ8,100,1337,male,NA,23,Czech,NA,university,-2,-3,2,2,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_5A0JXyXfVaBZZDP,100,3500,female,NA,22,Czech,NA,high school,2,-1,1,1,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1K75DW7elBeR65y,100,69082,female,NA,20,Czech,NA,high school,2,0,2,1,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1oHBMntOdRoHfUU,100,3360,female,NA,20,Czech,NA,high school,-1,0,2,3,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_3F4BMslFCOvWFYa,100,1712,male,NA,21,Czech,NA,high school,-1,-1,2,-1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_C3sS4B4Apnwzfcl,100,753,female,NA,26,Czech,NA,high school,NA,2,-1,3,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_3jUurvSVYl5CB2M,100,1732,female,NA,23,Czech,NA,university,2,-2,-1,1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_3R3Dgq5bu4Z5o9u,100,1699,female,NA,21,Czech,NA,high school,2,0,2,3,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_vVPJKYmWTzVc7sd,100,1814,female,NA,43,Czech,NA,high school,3,0,-2,1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1dKsks5sRyyyWRv,100,2102,female,NA,19,Czech,NA,high school,3,1,1,0,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_3dM5tokw62UwwuL,100,2253,female,NA,20,Czech,NA,high school,2,-1,1,-1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1gRUQ4xVsYamSua,100,639,female,NA,20,Czech,NA,high school,0,-1,1,1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_2YWG9iEcHwV0mgz,100,1770,male,NA,25,Czech,NA,university,0,1,2,-1,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_3fSLNMIEpUeCpZl,100,1257,female,NA,19,Czech,NA,high school,3,0,-1,-1,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_3ly7Wh3dBQEM02g,100,10682,female,NA,25,Czech,NA,high school,3,-1,2,-2,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_UT1boyVcGm6PCP7,100,9927,female,NA,24,Czech,NA,high school,3,-2,1,-2,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_25eJVRFLYoPAjaV,100,3685,female,NA,21,Czech,NA,high school,2,-1,1,1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_2Eob8JzVnkTs1AY,100,2166,male,NA,28,Czech,NA,university,-2,1,1,-1,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_xxOvoNAikTzvAvn,99,3172,female,NA,20,Czech,NA,high school,1,0,2,-1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_YXE7P0AslZrmsH7,99,8993,female,NA,20,Czech,NA,high school,3,-1,1,-1,mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1HktMdd6StwWSto,100,12862,female,NA,23,Czech,NA,high school,2,0,1,1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_2xYlFUgLoYAL8ok,99,2047,female,NA,22,Czech,NA,high school,3,1,-1,-2,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_2SpiyS5roqpIY7c,100,1940,female,NA,21,Czech,NA,high school,1,0,-2,1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1erwoa7hVW1wu71,100,2184,male,NA,22,Czech,NA,high school,-3,2,0,1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_1IfVq4hMi7HqwBN,100,4722,female,NA,22,Czech,NA,high school,3,-3,-1,2,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_vwtwauaPc2QEVP3,100,1464,female,NA,20,Czech,NA,high school,3,0,2,-1,not_mobile,PRIMUS_multipic_03,NA,NA,NA,NA,NA,cz_colour,university
R_2TnT5DeS9eZLvPu,100,1347,female,NA,24,Czech,NA,university,3,2,2,2,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_AgF4C68Lct32H7z,100,2013,female,NA,22,Czech,NA,high school,2,1,-1,-1,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_Y6vkdXB5HtaD1qF,100,1505,female,NA,24,Czech,NA,university,3,-1,1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_2dGvfh0mxfbBxrg,100,2192,female,NA,20,Czech,NA,high school,2,0,-1,-1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_28OMK8uKfBuf0DJ,100,1457,male,NA,22,Czech,NA,high school,-3,-1,0,-1,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1LIAwoMYuqSPViV,100,1544,female,NA,23,Czech,NA,university,0,-2,0,2,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_3HZDwlCwIAVBGH3,100,2652,female,NA,19,Czech,NA,high school,2,0,2,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_eyWiANaOyXs9YwV,100,4069,female,NA,23,Czech,NA,high school,2,0,1,0,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_2rToOMdZOhkmSW4,100,3625,female,NA,19,Czech,NA,high school,3,0,-1,3,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
